CA_code,VA_code,estimate,ASE,flag
C05C,V55B,S,S,
C05C,V55C,S,S,
C05C,V55D,S,S,
C05C,V56A,50.2,8.1,
C05C,V56B,43.5,8,
C05C,V56C,4.9,3.8,**
C05C,V56D,S,S,
C05C,V57A,18.7,6.4,*
C05C,V58A,14.7,10.8,**
C05C,V58B,13.1,11.6,**
C05C,V58C,S,S,
C05C,V58D,82.3,13.3,
C05C,V58E,S,S,
C05C,V57B,17.5,6.5,*
C05C,V59A,13.2,16,***
C05C,V59B,89.8,11.6,
C05C,V59C,S,S,
C05C,V59D,S,S,
C05C,V57C,3.3,4,***
C05C,V60A,S,S,
C05C,V60B,S,S,
C05C,V60C,S,S,
C05C,V60D,S,S,
C05C,V60E,S,S,
C05C,V60F,S,S,
C05C,V60G,S,S,
C05C,V60H,S,S,
C05C,V60I,S,S,
C05C,V60J,S,S,
C05C,V57D,9.7,5,**
C05C,V61A,63.3,35.6,**
C05C,V61B,77.6,22.9,
C05C,V61C,35.1,30.8,**
C05C,V61D,32.4,29.5,**
C05C,V61E,S,S,
C05C,V61F,46.8,37,**
C05C,V61G,26.9,25.4,**
C05C,V61H,S,S,
C05C,V57E,56.1,8.8,
C05C,V62A,87.4,5.1,
C05C,V62B,71.8,7.9,
C05C,V62C,82.3,6.4,
C05C,V62D,60.4,9.1,
C05C,V63A,42.9,14.1,*
C05C,V63B,12.4,8.1,**
C05C,V63C,32.3,10.9,*
C05C,V63D,13.2,8.9,**
C05C,V63E,35.3,11.9,*
C05C,V63F,15.7,10.2,**
C05C,V63G,7.3,5,**
C05C,V64A,25.6,7.4,
C05C,V64B,40.9,7.9,
C05C,V64C,53.2,9.7,
C05C,V64D,46.8,9.7,
C05C,V65A,468.7,198.8,*
C05C,V65B,517.3,228.6,*
C05C,V65C,986,332,*
C05C,V66A,16.3,5.6,*
C05C,V66B,11.4,3.8,*
C05C,V66C,16.6,4.1,
C05C,V67A,30.5,11.9,*
C05C,V67B,23.7,10,*
C05C,V67C,12.9,7.3,**
C05C,V67D,7.3,4.3,**
C05C,V67E,6.3,4.8,**
C05C,V67F,19.3,7.6,*
C05C,V68A,4.4,2.5,**
C05C,V68B,9.9,4.6,*
C05C,V68C,8.9,5.6,**
C05C,V68D,7.4,4.7,**
C05C,V68E,8.1,6.5,**
C05C,V68F,61.4,13.6,
C05C,V69A,18.1,7.8,*
C05C,V69B,14.1,7.2,**
C05C,V69C,7.7,4.9,**
C05C,V69D,4.3,2.5,**
C05C,V69E,3.7,2.9,**
C05C,V69F,11.4,5.2,*
C05C,V70A,30.9,15.3,*
C05C,V70B,22.2,13,**
C05C,V70C,15.3,10.3,**
C05C,V70D,S,S,
C05C,V70E,9.3,8.1,**
C05C,V70F,32,15.7,*
C05C,V70G,16.9,15,**
C05C,V70H,16.3,9.7,**
C05C,V70I,11.7,8.8,**
C05C,V71A,517.3,228.6,*
C05C,V71B,114.5,94.2,**
C05C,V71C,63.8,50.5,**
C05C,V71D,30.7,24.8,**
C05C,V71E,9,10.5,***
C05C,V71F,59.6,82.7,***
C05C,V71G,53.4,34.2,**
C05C,V71H,60.6,78.8,***
C05C,V71I,61.3,62,***
C05C,V71J,15.7,12.6,**
C05C,V71K,468.7,198.8,*
C05C,V71L,986,332,*
C05C,V72A,7.6,5.1,**
C05C,V72B,23.9,8.3,*
C05C,V72C,18.3,6.4,*
C05C,V72D,13.2,7.3,**
C05C,V72E,14,6.3,*
C05C,V72F,48.7,9.3,
C05C,V72G,6.5,5,**
C05C,V72H,7.6,5.1,**
C05C,V72I,7.1,4.2,**
C05C,V72J,5.8,4.5,**
C05C,V72K,S,S,
C05C,V72L,4.5,4,**
C05C,V73A,10.4,7.6,**
C05C,V73B,26,8.9,*
C05C,V73C,23.8,10.2,*
C05C,V73D,S,S,
C05C,V73E,12.4,7.9,**
C05C,V73F,54.9,10.8,
C05C,V73G,5,4,**
C05C,V73H,10.5,6.9,**
C05C,V73I,S,S,
C05C,V73J,S,S,
C05C,V73K,S,S,
C05D,V00T,0.7,0.2,*
C05D,V01A,38.6,16.2,*
C05D,V01B,24.7,14.1,**
C05D,V01C,20.2,12.6,**
C05D,V01D,S,S,
C05D,V01E,11.4,9.3,**
C05D,V01M,6.7,0.6,
C05D,V02A,17.1,13.8,**
C05D,V02B,21.3,13.5,**
C05D,V02C,32.1,14.5,*
C05D,V02D,10.5,11.1,***
C05D,V02E,18.9,13.3,**
C05D,V02M,7.8,0.6,
C05D,V03A,21.3,14.8,**
C05D,V03B,31.2,15.2,*
C05D,V03C,17.2,11.9,**
C05D,V03D,18.6,12.2,**
C05D,V03E,11.7,9.1,**
C05D,V03M,7.3,0.7,
C05D,V04A,42,17.5,*
C05D,V04B,18.6,12.1,**
C05D,V04C,15.8,12.1,**
C05D,V04D,S,S,
C05D,V04E,16.2,12.7,**
C05D,V04M,6.9,0.7,
C05D,V05A,46.7,15.9,*
C05D,V05B,24.7,13.1,**
C05D,V05C,10.1,7.5,**
C05D,V05D,S,S,
C05D,V05E,13.7,12.6,**
C05D,V05M,6.7,0.6,
C05D,V06A,S,S,
C05D,V06B,17.4,13.1,**
C05D,V06C,14.7,13.7,**
C05D,V06D,49.6,15.1,*
C05D,V06E,16.5,9.3,**
C05D,V06M,6.6,0.7,
C05D,V07A,36.6,15.9,*
C05D,V07B,8.3,6.9,**
C05D,V07C,19.1,12.2,**
C05D,V07D,27.9,13.8,*
C05D,V07E,S,S,
C05D,V07M,4.5,1,
C05D,V08A,61.9,15.8,
C05D,V08B,11.7,10.3,**
C05D,V08C,26.4,15.3,**
C05D,V08M,2.1,1.4,**
C05D,V09A,56.5,21,*
C05D,V09B,S,S,
C05D,V09C,33,21.7,**
C05D,V10A,47.8,21.6,*
C05D,V10B,36.3,19.9,**
C05D,V10C,15.9,16,***
C05D,V11A,S,S,
C05D,V11B,51.2,15.2,
C05D,V11C,36.8,15,*
C05D,V12A,23.9,14.4,**
C05D,V12B,33.6,14.7,*
C05D,V12C,29.2,15.3,**
C05D,V12D,13.2,9.8,**
C05D,V13A,47.4,15.5,*
C05D,V13B,36.3,14.2,*
C05D,V13C,56.8,14.2,
C05D,V13D,71.8,13.7,
C05D,V13E,36.3,14.1,*
C05D,V13F,44.2,17.3,*
C05D,V14A,10.6,8.8,**
C05D,V14B,29.7,13.5,*
C05D,V14C,30.2,12.5,*
C05D,V14D,29.5,15.1,**
C05D,V15A,12.5,10.3,**
C05D,V15B,17.9,10.1,**
C05D,V15C,17.9,13,**
C05D,V15D,16.2,10.8,**
C05D,V15E,35.5,15.8,*
C05D,V16A,25.7,15.1,**
C05D,V16B,26.6,16.5,**
C05D,V17A,S,S,
C05D,V17B,23.3,15.1,**
C05D,V17C,38.8,17.2,*
C05D,V17D,30.8,14.7,*
C05D,V18A,40.3,15.4,*
C05D,V18B,33.1,15.4,*
C05D,V18C,34.3,15.4,*
C05D,V18D,21.8,14.3,**
C05D,V18E,39.3,14.1,*
C05D,V18F,51.1,15.8,*
C05D,V18M,13,1.5,
C05D,V19A,36.8,16.1,*
C05D,V19B,25.9,14.7,**
C05D,V19C,33.3,14,*
C05D,V19D,S,S,
C05D,V20A,S,S,
C05D,V20B,37.9,16.3,*
C05D,V20C,58.6,15.7,
C05D,V21A,52.4,15,
C05D,V21B,47.6,15,*
C05D,V22A,20.1,10,*
C05D,V22B,46.6,16.5,*
C05D,V22C,23.3,13.6,**
C05D,V22D,S,S,
C05D,V23A,16.8,13.5,**
C05D,V23B,11,10,**
C05D,V23C,14.3,12.3,**
C05D,V23D,20.3,12.7,**
C05D,V23E,9.7,8.2,**
C05D,V23F,10.2,10.1,**
C05D,V23G,S,S,
C05D,V23H,10.6,10.2,**
C05D,V23M,5.8,1,
C05D,V24A,55.3,16.7,*
C05D,V24B,75.7,14.7,
C05D,V24C,42,20.9,*
C05D,V24D,66.8,16.9,
C05D,V25A,56.7,16.8,
C05D,V26A,38.3,16.2,*
C05D,V26B,21.5,13.7,**
C05D,V26C,18.4,12.7,**
C05D,V26D,8.7,6.6,**
C05D,V26E,13.1,12.8,**
C05D,V26M,4,1.1,
C05D,V27A,42.5,15.9,*
C05D,V27B,49,15.8,*
C05D,V27C,50.9,19.3,*
C05D,V27D,40.7,13.7,*
C05D,V27E,20.9,14.5,**
C05D,V27F,50,17.9,*
C05D,V28A,19.2,14.1,**
C05D,V29A,70.6,12.5,
C05D,V29B,84.1,11.1,
C05D,V29C,76.6,11.7,
C05D,V29D,87.2,10.5,
C05D,V30A,S,S,
C05D,V30B,65.9,19.2,
C05D,V30C,28.8,18.7,**
C05D,V31A,S,S,
C05D,V31B,54.5,17.5,*
C05D,V31C,40.6,18.3,*
C05D,V32A,35,14.7,*
C05D,V32B,31,13.2,*
C05D,V32C,23.8,14.6,**
C05D,V32D,S,S,
C05D,V33A,49.6,14.4,
C05D,V33B,53.9,17.8,*
C05D,V34A,91,7.9,
C05D,V34B,88.3,10.8,
C05D,V34C,79.3,15.6,
C05D,V34D,87.7,10.9,
C05D,V34E,89,11.3,
C05D,V34F,83.8,11.6,
C05D,V35A,S,S,
C05D,V35B,23.1,14.1,**
C05D,V35C,28.6,12.6,*
C05D,V35D,33.1,15.4,*
C05D,V35E,14.2,13.5,**
C05D,V35M,3.2,0.2,
C05D,V36A,S,S,
C05D,V36B,28.3,14.2,**
C05D,V36C,30.5,14.9,*
C05D,V36D,33.8,14.3,*
C05D,V36M,7.4,0.6,
C05D,V37A,33,14.1,*
C05D,V37B,16.3,11.9,**
C05D,V37C,42.5,15.4,*
C05D,V37D,8.2,6.9,**
C05D,V37M,5.7,0.7,
C05D,V38A,36.3,15.1,*
C05D,V38B,12.9,9.3,**
C05D,V38C,32.9,16.2,*
C05D,V38D,17.8,11.4,**
C05D,V38M,5.8,0.9,
C05D,V39A,34.7,16.4,*
C05D,V39B,36.2,16.5,*
C05D,V39C,19,11.7,**
C05D,V39D,10.1,8.4,**
C05D,V39M,5.4,0.7,
C05D,V40A,42.3,16.3,*
C05D,V40B,14.4,9.4,**
C05D,V40C,19,11.9,**
C05D,V40D,24.3,13.8,**
C05D,V40M,5.7,1.1,
C05D,V41A,48.1,15.4,*
C05D,V41B,24.6,15.1,**
C05D,V41C,23.5,13.1,**
C05D,V41D,S,S,
C05D,V41M,4.6,0.8,
C05D,V42A,42.1,15.7,*
C05D,V42B,21,11.9,**
C05D,V42C,18.8,13.7,**
C05D,V42D,18.1,14.5,**
C05D,V42M,5,1,
C05D,V43A,25,15,**
C05D,V43B,24.8,12.3,*
C05D,V43C,30.4,14.7,*
C05D,V43D,19.9,13.8,**
C05D,V43M,6.1,0.9,
C05D,V44A,S,S,
C05D,V44B,S,S,
C05D,V44C,10.1,8.4,**
C05D,V44D,62.5,17,
C05D,V44E,24.7,15.5,**
C05D,V45A,67.6,16.4,
C05D,V45B,71.8,15.1,
C05D,V45C,62.6,15.4,
C05D,V45D,74.4,15,
C05D,V46A,78.6,13.3,
C05D,V46B,72,14.6,
C05D,V46C,78,14,
C05D,V46D,53.3,15.6,
C05D,V46E,69,15,
C05D,V46F,76.7,13.8,
C05D,V47A,53.8,16,
C05D,V48A,22.5,13.6,**
C05D,V48B,33.6,16.6,*
C05D,V48C,21,14.8,**
C05D,V48D,13.8,10.2,**
C05D,V48E,S,S,
C05D,V48M,1.5,0.4,
C05D,V49A,38.8,14.8,*
C05D,V49B,70.7,14.6,
C05D,V49C,30.1,14.6,*
C05D,V50A,15.1,14,**
C05D,V50B,26.7,13.5,**
C05D,V50C,28,14.6,**
C05D,V50D,30.2,14.3,*
C05D,V51A,13.1,10.4,**
C05D,V51B,57.4,16.3,
C05D,V51C,12.1,10.9,**
C05D,V51D,17.4,13.1,**
C05D,V52A,50.6,17.1,*
C05D,V52B,48.2,16.3,*
C05D,V52C,17.4,12.7,**
C05D,V52D,35.5,21.5,**
C05D,V52E,S,S,
C05D,V52F,17.5,12.8,**
C05D,V52G,42.3,18.7,*
C05D,V52H,26.7,17.7,**
C05D,V52I,S,S,
C05D,V52J,59.7,17.9,
C05D,V52K,14.8,12.8,**
C05D,V52L,S,S,
C05D,V52M,22.3,14,**
C05D,V52N,S,S,
C05D,V53A,70.4,18.2,
C05D,V53B,29.6,18.2,**
C05D,V53C,S,S,
C05D,V53D,S,S,
C05D,V54A,79.4,12.9,
C05D,V54B,20.6,12.9,**
C05D,V54C,S,S,
C05D,V54D,S,S,
C05D,V55A,92.8,7.7,
C05D,V55B,S,S,
C05D,V55C,S,S,
C05D,V55D,S,S,
C05D,V56A,53,16.4,*
C05D,V56B,32.5,15.5,*
C05D,V56C,S,S,
C05D,V56D,S,S,
C05D,V57A,15.6,15.4,**
C05D,V58A,S,S,
C05D,V58B,S,S,
C05D,V58C,S,S,
C05D,V58D,S,S,
C05D,V58E,S,S,
C05D,V57B,15.7,13.6,**
C05D,V59A,S,S,
C05D,V59B,S,S,
C05D,V59C,S,S,
C05D,V59D,S,S,
C05D,V57C,S,S,
C05D,V60A,S,S,
C05D,V60B,S,S,
C05D,V60C,S,S,
C05D,V60D,S,S,
C05D,V60E,S,S,
C05D,V60F,S,S,
C05D,V60G,S,S,
C05D,V60H,S,S,
C05D,V60I,S,S,
C05D,V60J,S,S,
C05D,V57D,10.3,7.8,**
C05D,V61A,S,S,
C05D,V61B,S,S,
C05D,V61C,S,S,
C05D,V61D,S,S,
C05D,V61E,S,S,
C05D,V61F,S,S,
C05D,V61G,S,S,
C05D,V61H,S,S,
C05D,V57E,60.5,18.2,*
C05D,V62A,77.2,15.3,
C05D,V62B,69.4,15.2,
C05D,V62C,70.3,16.3,
C05D,V62D,60.1,15.3,
C05D,V63A,24.3,17.5,**
C05D,V63B,28,22.4,**
C05D,V63C,36.2,22.6,**
C05D,V63D,S,S,
C05D,V63E,18.6,15.1,**
C05D,V63F,31.5,22.7,**
C05D,V63G,S,S,
C05D,V64A,30.9,13.8,*
C05D,V64B,38,15.9,*
C05D,V64C,53.7,16.6,*
C05D,V64D,46.3,16.6,*
C05D,V65A,82,62.6,**
C05D,V65B,186.2,128.9,**
C05D,V65C,268.2,156.9,**
C05D,V66A,10,4.8,*
C05D,V66B,16.9,9,**
C05D,V66C,18.1,7.8,*
C05D,V67A,S,S,
C05D,V67B,S,S,
C05D,V67C,23.4,20.6,**
C05D,V67D,S,S,
C05D,V67E,S,S,
C05D,V67F,S,S,
C05D,V68A,S,S,
C05D,V68B,S,S,
C05D,V68C,14.3,15.3,***
C05D,V68D,S,S,
C05D,V68E,S,S,
C05D,V68F,S,S,
C05D,V69A,S,S,
C05D,V69B,S,S,
C05D,V69C,3.5,3.1,**
C05D,V69D,S,S,
C05D,V69E,S,S,
C05D,V69F,S,S,
C05D,V70A,S,S,
C05D,V70B,S,S,
C05D,V70C,S,S,
C05D,V70D,S,S,
C05D,V70E,S,S,
C05D,V70F,S,S,
C05D,V70G,S,S,
C05D,V70H,S,S,
C05D,V70I,S,S,
C05D,V71A,186.2,128.9,**
C05D,V71B,3,5.9,***
C05D,V71C,3.3,4.6,***
C05D,V71D,3,6,***
C05D,V71E,S,S,
C05D,V71F,5.9,8.5,***
C05D,V71G,17.1,26,***
C05D,V71H,2.1,4,***
C05D,V71I,33,39.6,***
C05D,V71J,14.5,23.4,***
C05D,V71K,82,62.6,**
C05D,V71L,268.2,156.9,**
C05D,V72A,12,9.6,**
C05D,V72B,20.9,15,**
C05D,V72C,15.2,13.4,**
C05D,V72D,S,S,
C05D,V72E,17.7,15.7,**
C05D,V72F,46.5,19.6,*
C05D,V72G,S,S,
C05D,V72H,S,S,
C05D,V72I,S,S,
C05D,V72J,16.2,13.9,**
C05D,V72K,S,S,
C05D,V72L,S,S,
C05D,V73A,S,S,
C05D,V73B,38.9,17.7,*
C05D,V73C,23.9,17.3,**
C05D,V73D,S,S,
C05D,V73E,S,S,
C05D,V73F,28.3,16.9,**
C05D,V73G,S,S,
C05D,V73H,S,S,
C05D,V73I,S,S,
C05D,V73J,S,S,
C05D,V73K,S,S,
C05E,V00T,0.6,0.2,*
C05E,V01A,33.3,14.9,*
C05E,V01B,41.5,18.5,*
C05E,V01C,12.5,10.2,**
C05E,V01D,S,S,
C05E,V01E,S,S,
C05E,V01M,6.6,0.5,
C05E,V02A,19.1,12.3,**
C05E,V02B,23.5,14.4,**
C05E,V02C,27.9,17.5,**
C05E,V02D,S,S,
C05E,V02E,16.9,10.9,**
C05E,V02M,7.6,0.5,
C05E,V03A,40.4,16.2,*
C05E,V03B,23.6,15,**
C05E,V03C,20.3,13.7,**
C05E,V03D,S,S,
C05E,V03E,S,S,
C05E,V03M,6.8,0.5,
C05E,V04A,41.2,17,*
C05E,V04B,18.8,13.3,**
C05E,V04C,18.8,14.9,**
C05E,V04D,S,S,
C05E,V04E,S,S,
C05E,V04M,6.7,0.6,
C05E,V05A,45.9,15.3,*
C05E,V05B,19.6,13.3,**
C05E,V05C,18.1,14.4,**
C05E,V05D,S,S,
C05E,V05E,S,S,
C05E,V05M,6.6,0.6,
C05E,V06A,S,S,
C05E,V06B,16.1,11.9,**
C05E,V06C,27.5,15.5,**
C05E,V06D,36.2,15.3,*
C05E,V06E,11.1,8.9,**
C05E,V06M,5.9,0.9,
C05E,V07A,33.6,16.7,*
C05E,V07B,17.4,13.5,**
C05E,V07C,18.8,11.8,**
C05E,V07D,28.3,14.8,**
C05E,V07E,S,S,
C05E,V07M,4.3,1,
C05E,V08A,50.4,17.6,*
C05E,V08B,19.4,13.6,**
C05E,V08C,30.2,13.9,*
C05E,V08M,1.5,1.4,**
C05E,V09A,57.1,22.3,*
C05E,V09B,S,S,
C05E,V09C,34.9,19.5,**
C05E,V10A,54.8,23.4,*
C05E,V10B,S,S,
C05E,V10C,27.1,21.9,**
C05E,V11A,17.8,14.3,**
C05E,V11B,52.7,19.3,*
C05E,V11C,29.5,16.6,**
C05E,V12A,S,S,
C05E,V12B,43.7,17.7,*
C05E,V12C,33.3,14.7,*
C05E,V12D,12.1,10.3,**
C05E,V13A,62,17.7,
C05E,V13B,34.7,15.5,*
C05E,V13C,57.2,17.1,
C05E,V13D,72.8,15.3,
C05E,V13E,51,17.3,*
C05E,V13F,28.6,14.5,**
C05E,V14A,S,S,
C05E,V14B,34.2,16.2,*
C05E,V14C,40.1,17.4,*
C05E,V14D,12.2,9.2,**
C05E,V15A,17.2,13.2,**
C05E,V15B,13.8,11,**
C05E,V15C,15.7,12.1,**
C05E,V15D,15.3,11.1,**
C05E,V15E,38,18,*
C05E,V16A,21,12.4,**
C05E,V16B,22.4,14.3,**
C05E,V17A,S,S,
C05E,V17B,21.3,12.7,**
C05E,V17C,28.2,15.2,**
C05E,V17D,42.5,14.7,*
C05E,V18A,18.8,11.5,**
C05E,V18B,28.4,15.7,**
C05E,V18C,16.9,12.4,**
C05E,V18D,S,S,
C05E,V18E,38.5,17.3,*
C05E,V18F,63.6,15.2,
C05E,V18M,11.7,1.3,
C05E,V19A,34.4,17.2,*
C05E,V19B,24.3,13.2,**
C05E,V19C,36.7,15.2,*
C05E,V19D,S,S,
C05E,V20A,S,S,
C05E,V20B,36.9,16.4,*
C05E,V20C,56,17.2,*
C05E,V21A,53.5,15.7,
C05E,V21B,46.5,15.7,*
C05E,V22A,36.2,15.6,*
C05E,V22B,38.7,16.2,*
C05E,V22C,19.8,12.8,**
C05E,V22D,S,S,
C05E,V23A,S,S,
C05E,V23B,S,S,
C05E,V23C,22.1,12.3,**
C05E,V23D,14.8,11.1,**
C05E,V23E,16,11.3,**
C05E,V23F,S,S,
C05E,V23G,S,S,
C05E,V23H,16.4,14.5,**
C05E,V23M,6.1,0.9,
C05E,V24A,62.5,15.7,
C05E,V24B,79.9,12.7,
C05E,V24C,42.4,18.9,*
C05E,V24D,69.9,15.7,
C05E,V25A,62.7,16.4,
C05E,V26A,53.7,16.5,*
C05E,V26B,S,S,
C05E,V26C,25.9,14.5,**
C05E,V26D,S,S,
C05E,V26E,S,S,
C05E,V26M,2.8,0.8,
C05E,V27A,34.9,16.7,*
C05E,V27B,41.3,15.7,*
C05E,V27C,44.2,18.9,*
C05E,V27D,33,15.8,*
C05E,V27E,S,S,
C05E,V27F,35.2,15.7,*
C05E,V28A,14.4,11.7,**
C05E,V29A,41.8,15,*
C05E,V29B,72.8,15.3,
C05E,V29C,62.2,15.7,
C05E,V29D,79.6,13.8,
C05E,V30A,S,S,
C05E,V30B,72.4,15.1,
C05E,V30C,24.5,14.4,**
C05E,V31A,S,S,
C05E,V31B,52.3,16.6,*
C05E,V31C,40.6,16.5,*
C05E,V32A,15.7,14,**
C05E,V32B,26.8,15.2,**
C05E,V32C,42.6,17.2,*
C05E,V32D,14.9,11.7,**
C05E,V33A,36.5,13.6,*
C05E,V33B,51.5,14.7,
C05E,V34A,89.9,9.8,
C05E,V34B,85.1,11.2,
C05E,V34C,83,12.2,
C05E,V34D,84.8,11.8,
C05E,V34E,91.4,7.8,
C05E,V34F,82.3,12.9,
C05E,V35A,S,S,
C05E,V35B,21.6,14.5,**
C05E,V35C,29.1,15.9,**
C05E,V35D,26.4,15.5,**
C05E,V35E,17.1,12.5,**
C05E,V35M,3.1,0.2,
C05E,V36A,14.4,10.8,**
C05E,V36B,20.8,12.7,**
C05E,V36C,50.7,17.6,*
C05E,V36D,14.1,9.2,**
C05E,V36M,6.7,0.6,
C05E,V37A,14,9.6,**
C05E,V37B,38.8,16.5,*
C05E,V37C,41.3,17.5,*
C05E,V37D,S,S,
C05E,V37M,6,0.6,
C05E,V38A,39.2,14.8,*
C05E,V38B,18.6,11.8,**
C05E,V38C,34.5,15.1,*
C05E,V38D,S,S,
C05E,V38M,5.1,0.9,
C05E,V39A,40.6,16.2,*
C05E,V39B,26.9,14.5,**
C05E,V39C,16.6,12.3,**
C05E,V39D,15.8,14.1,**
C05E,V39M,5.2,0.9,
C05E,V40A,47.4,15.3,*
C05E,V40B,19.6,13.6,**
C05E,V40C,18.6,13,**
C05E,V40D,S,S,
C05E,V40M,4.8,0.9,
C05E,V41A,62.9,17.2,
C05E,V41B,S,S,
C05E,V41C,26.9,15.5,**
C05E,V41D,S,S,
C05E,V41M,4.1,0.9,
C05E,V42A,43.8,15.1,*
C05E,V42B,29.2,14.5,*
C05E,V42C,19.4,13.7,**
C05E,V42D,S,S,
C05E,V42M,4.6,0.9,
C05E,V43A,26.1,12.7,*
C05E,V43B,28.1,14,*
C05E,V43C,42.9,15.9,*
C05E,V43D,S,S,
C05E,V43M,5.4,0.9,
C05E,V44A,S,S,
C05E,V44B,S,S,
C05E,V44C,S,S,
C05E,V44D,55.2,13.9,
C05E,V44E,29.9,15.9,**
C05E,V45A,73.3,14.2,
C05E,V45B,68.7,16.4,
C05E,V45C,61,16.4,
C05E,V45D,79.6,14.7,
C05E,V46A,81,13,
C05E,V46B,82.3,12.6,
C05E,V46C,84.5,12.1,
C05E,V46D,56.8,17.3,*
C05E,V46E,84.5,12.1,
C05E,V46F,81.5,12.7,
C05E,V47A,53.1,17.7,*
C05E,V48A,29.3,18.1,**
C05E,V48B,27.5,15.6,**
C05E,V48C,22.3,14.7,**
C05E,V48D,21,13.5,**
C05E,V48E,S,S,
C05E,V48M,1.4,0.4,*
C05E,V49A,34.8,17.5,**
C05E,V49B,76,14,
C05E,V49C,22.4,14.2,**
C05E,V50A,S,S,
C05E,V50B,42.3,16.2,*
C05E,V50C,21.2,14.5,**
C05E,V50D,32.2,15.7,*
C05E,V51A,S,S,
C05E,V51B,52.2,16.8,*
C05E,V51C,27.7,15.4,**
C05E,V51D,15,10.4,**
C05E,V52A,48.5,18.3,*
C05E,V52B,49,19.7,*
C05E,V52C,14.7,11.8,**
C05E,V52D,33.3,20.7,**
C05E,V52E,S,S,
C05E,V52F,19.1,14.9,**
C05E,V52G,40.5,21.1,**
C05E,V52H,32.7,16,*
C05E,V52I,S,S,
C05E,V52J,50.7,18.6,*
C05E,V52K,S,S,
C05E,V52L,S,S,
C05E,V52M,S,S,
C05E,V52N,S,S,
C05E,V53A,74.9,15.4,
C05E,V53B,19.5,14.6,**
C05E,V53C,S,S,
C05E,V53D,S,S,
C05E,V54A,70.9,15.5,
C05E,V54B,29.1,15.5,**
C05E,V54C,S,S,
C05E,V54D,S,S,
C05E,V55A,91.9,8.7,
C05E,V55B,S,S,
C05E,V55C,S,S,
C05E,V55D,S,S,
C05E,V56A,47.6,16.7,*
C05E,V56B,37.7,16.7,*
C05E,V56C,11.5,10.6,**
C05E,V56D,S,S,
C05E,V57A,15.1,11.6,**
C05E,V58A,S,S,
C05E,V58B,S,S,
C05E,V58C,S,S,
C05E,V58D,79.7,42.2,**
C05E,V58E,S,S,
C05E,V57B,11.5,9.9,**
C05E,V59A,S,S,
C05E,V59B,S,S,
C05E,V59C,S,S,
C05E,V59D,S,S,
C05E,V57C,S,S,
C05E,V60A,S,S,
C05E,V60B,S,S,
C05E,V60C,S,S,
C05E,V60D,S,S,
C05E,V60E,S,S,
C05E,V60F,S,S,
C05E,V60G,S,S,
C05E,V60H,S,S,
C05E,V60I,S,S,
C05E,V60J,S,S,
C05E,V57D,11,9.6,**
C05E,V61A,S,S,
C05E,V61B,S,S,
C05E,V61C,S,S,
C05E,V61D,S,S,
C05E,V61E,S,S,
C05E,V61F,S,S,
C05E,V61G,S,S,
C05E,V61H,S,S,
C05E,V57E,62.4,17.2,
C05E,V62A,71,16.9,
C05E,V62B,85,11.5,
C05E,V62C,79.2,15,
C05E,V62D,65.7,15.6,
C05E,V63A,31.6,24.7,**
C05E,V63B,26.7,21.3,**
C05E,V63C,35.5,24.4,**
C05E,V63D,S,S,
C05E,V63E,S,S,
C05E,V63F,S,S,
C05E,V63G,S,S,
C05E,V64A,39.4,15.9,*
C05E,V64B,42.3,17.8,*
C05E,V64C,57.4,16.4,
C05E,V64D,42.6,16.4,*
C05E,V65A,98.2,66.2,**
C05E,V65B,119.4,78.4,**
C05E,V65C,217.6,130.2,**
C05E,V66A,10,4.1,*
C05E,V66B,10.4,4.5,*
C05E,V66C,14.8,6,*
C05E,V67A,S,S,
C05E,V67B,S,S,
C05E,V67C,36.4,26.6,**
C05E,V67D,S,S,
C05E,V67E,S,S,
C05E,V67F,S,S,
C05E,V68A,S,S,
C05E,V68B,S,S,
C05E,V68C,27.3,26.4,**
C05E,V68D,S,S,
C05E,V68E,S,S,
C05E,V68F,S,S,
C05E,V69A,S,S,
C05E,V69B,S,S,
C05E,V69C,5.4,4.9,**
C05E,V69D,S,S,
C05E,V69E,S,S,
C05E,V69F,S,S,
C05E,V70A,S,S,
C05E,V70B,S,S,
C05E,V70C,S,S,
C05E,V70D,S,S,
C05E,V70E,S,S,
C05E,V70F,S,S,
C05E,V70G,S,S,
C05E,V70H,S,S,
C05E,V70I,S,S,
C05E,V71A,119.4,78.4,**
C05E,V71B,6.5,9.1,***
C05E,V71C,3.7,7.4,***
C05E,V71D,12.6,15.9,***
C05E,V71E,2.3,3.6,***
C05E,V71F,9.5,12.6,***
C05E,V71G,19.3,20.4,***
C05E,V71H,2,4,***
C05E,V71I,28.6,38.1,***
C05E,V71J,13.8,23.4,***
C05E,V71K,98.2,66.2,**
C05E,V71L,217.6,130.2,**
C05E,V72A,S,S,
C05E,V72B,19.2,14.5,**
C05E,V72C,S,S,
C05E,V72D,S,S,
C05E,V72E,16.5,13.2,**
C05E,V72F,22.9,15.9,**
C05E,V72G,S,S,
C05E,V72H,S,S,
C05E,V72I,S,S,
C05E,V72J,S,S,
C05E,V72K,S,S,
C05E,V72L,S,S,
C05E,V73A,S,S,
C05E,V73B,S,S,
C05E,V73C,S,S,
C05E,V73D,S,S,
C05E,V73E,S,S,
C05E,V73F,34.7,20.7,**
C05E,V73G,S,S,
C05E,V73H,S,S,
C05E,V73I,S,S,
C05E,V73J,S,S,
