"Week","Date","Fuel","Variable","Value","Unit","Status"
"2005w41",2005-10-14,"Diesel","GST",11.8,"NZD c/L","Final"
"2005w41",2005-10-14,"Diesel","Taxes",0.299999999999999,"NZD c/L","Final"
"2005w41",2005-10-14,"Diesel","Board price",105.9,"NZD c/L","Final"
"2005w41",2005-10-14,"Diesel","Adjusted retail price",105.9,"NZD c/L","Final"
"2005w41",2005-10-14,"Diesel","Importer margin",13.4,"NZD c/L","Final"
"2005w41",2005-10-14,"Diesel","Importer margin trend",15.7735083452125,"NZD c/L","Final"
"2005w41",2005-10-14,"Regular Petrol","Importer cost",70.4,"NZD c/L","Final"
"2005w41",2005-10-14,"Regular Petrol","Price excluding tax",85.5,"NZD c/L","Final"
"2005w41",2005-10-14,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2005w41",2005-10-14,"Regular Petrol","GST",16.6,"NZD c/L","Final"
"2005w41",2005-10-14,"Regular Petrol","Taxes",47.7,"NZD c/L","Final"
"2005w41",2005-10-14,"Regular Petrol","Board price",149.8,"NZD c/L","Final"
"2005w41",2005-10-14,"Regular Petrol","Adjusted retail price",149.8,"NZD c/L","Final"
"2005w41",2005-10-14,"Regular Petrol","Importer margin",14.4,"NZD c/L","Final"
"2005w41",2005-10-14,"Regular Petrol","Importer margin trend",12.9326965057347,"NZD c/L","Final"
"2005w41",2005-10-14,"Premium Petrol 95R","Importer cost",75.53042857,"NZD c/L","Final"
"2005w41",2005-10-14,"Premium Petrol 95R","Price excluding tax",88.24611111,"NZD c/L","Final"
"2005w41",2005-10-14,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2005w41",2005-10-14,"Premium Petrol 95R","GST",16.98888889,"NZD c/L","Final"
"2005w41",2005-10-14,"Premium Petrol 95R","Taxes",47.665,"NZD c/L","Final"
"2005w41",2005-10-14,"Premium Petrol 95R","Board price",152.9,"NZD c/L","Final"
"2005w41",2005-10-14,"Premium Petrol 95R","Adjusted retail price",152.9,"NZD c/L","Final"
"2005w41",2005-10-14,"Premium Petrol 95R","Importer margin",12.71568254,"NZD c/L","Final"
"2005w41",2005-10-14,"Premium Petrol 95R","Importer margin trend",11.5210400479633,"NZD c/L","Final"
"2005w42",2005-10-21,"NA","Dubai crude price",53.83,"USD/bbl","Final"
"2005w42",2005-10-21,"NA","Dubai crude price",77.18,"NZD/bbl","Final"
"2005w42",2005-10-21,"NA","Exchange rate",0.698,"USD/NZD","Final"
"2005w42",2005-10-21,"Diesel","Importer cost",75.1,"NZD c/L","Final"
"2005w42",2005-10-21,"Diesel","Price excluding tax",93.3,"NZD c/L","Final"
"2005w42",2005-10-21,"Diesel","ETS",0,"NZD c/L","Final"
"2005w42",2005-10-21,"Diesel","GST",11.7,"NZD c/L","Final"
"2005w42",2005-10-21,"Diesel","Taxes",0.4,"NZD c/L","Final"
"2005w42",2005-10-21,"Diesel","Board price",105.3,"NZD c/L","Final"
"2005w42",2005-10-21,"Diesel","Adjusted retail price",105.3,"NZD c/L","Final"
"2005w42",2005-10-21,"Diesel","Importer margin",13.7,"NZD c/L","Final"
"2005w42",2005-10-21,"Diesel","Importer margin trend",15.7129940682157,"NZD c/L","Final"
"2005w42",2005-10-21,"Regular Petrol","Importer cost",67.7,"NZD c/L","Final"
"2005w42",2005-10-21,"Regular Petrol","Price excluding tax",84.2,"NZD c/L","Final"
"2005w42",2005-10-21,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2005w42",2005-10-21,"Regular Petrol","GST",16.5,"NZD c/L","Final"
"2005w42",2005-10-21,"Regular Petrol","Taxes",47.6,"NZD c/L","Final"
"2005w42",2005-10-21,"Regular Petrol","Board price",148.3,"NZD c/L","Final"
"2005w42",2005-10-21,"Regular Petrol","Adjusted retail price",148.3,"NZD c/L","Final"
"2005w42",2005-10-21,"Regular Petrol","Importer margin",13.7,"NZD c/L","Final"
"2005w42",2005-10-21,"Regular Petrol","Importer margin trend",13.0220935613981,"NZD c/L","Final"
"2005w42",2005-10-21,"Premium Petrol 95R","Importer cost",72.56128571,"NZD c/L","Final"
"2005w42",2005-10-21,"Premium Petrol 95R","Price excluding tax",88.24611111,"NZD c/L","Final"
"2005w42",2005-10-21,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2005w42",2005-10-21,"Premium Petrol 95R","GST",16.98888889,"NZD c/L","Final"
"2005w42",2005-10-21,"Premium Petrol 95R","Taxes",47.665,"NZD c/L","Final"
"2005w42",2005-10-21,"Premium Petrol 95R","Board price",152.9,"NZD c/L","Final"
"2005w42",2005-10-21,"Premium Petrol 95R","Adjusted retail price",152.9,"NZD c/L","Final"
"2005w42",2005-10-21,"Premium Petrol 95R","Importer margin",15.6848254,"NZD c/L","Final"
"2005w42",2005-10-21,"Premium Petrol 95R","Importer margin trend",11.5347317837307,"NZD c/L","Final"
"2005w43",2005-10-28,"NA","Dubai crude price",52.96,"USD/bbl","Final"
"2005w43",2005-10-28,"NA","Dubai crude price",75.19,"NZD/bbl","Final"
"2005w43",2005-10-28,"NA","Exchange rate",0.704,"USD/NZD","Final"
"2005w43",2005-10-28,"Diesel","Importer cost",72.2,"NZD c/L","Final"
"2005w43",2005-10-28,"Diesel","Price excluding tax",90.2,"NZD c/L","Final"
"2005w43",2005-10-28,"Diesel","ETS",0,"NZD c/L","Final"
"2005w43",2005-10-28,"Diesel","GST",11.3,"NZD c/L","Final"
"2005w43",2005-10-28,"Diesel","Taxes",0.399999999999999,"NZD c/L","Final"
"2005w43",2005-10-28,"Diesel","Board price",101.9,"NZD c/L","Final"
"2005w43",2005-10-28,"Diesel","Adjusted retail price",101.9,"NZD c/L","Final"
"2005w43",2005-10-28,"Diesel","Importer margin",15.1,"NZD c/L","Final"
"2005w43",2005-10-28,"Diesel","Importer margin trend",15.6524797912188,"NZD c/L","Final"
"2005w43",2005-10-28,"Regular Petrol","Importer cost",62.7,"NZD c/L","Final"
"2005w43",2005-10-28,"Regular Petrol","Price excluding tax",79,"NZD c/L","Final"
"2005w43",2005-10-28,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2005w43",2005-10-28,"Regular Petrol","GST",15.8,"NZD c/L","Final"
"2005w43",2005-10-28,"Regular Petrol","Taxes",47.7,"NZD c/L","Final"
"2005w43",2005-10-28,"Regular Petrol","Board price",142.5,"NZD c/L","Final"
"2005w43",2005-10-28,"Regular Petrol","Adjusted retail price",142.5,"NZD c/L","Final"
"2005w43",2005-10-28,"Regular Petrol","Importer margin",11.3,"NZD c/L","Final"
"2005w43",2005-10-28,"Regular Petrol","Importer margin trend",13.1114906170614,"NZD c/L","Final"
"2005w43",2005-10-28,"Premium Petrol 95R","Importer cost",69.023,"NZD c/L","Final"
"2005w43",2005-10-28,"Premium Petrol 95R","Price excluding tax",81.135,"NZD c/L","Final"
"2005w43",2005-10-28,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2005w43",2005-10-28,"Premium Petrol 95R","GST",16.1,"NZD c/L","Final"
"2005w43",2005-10-28,"Premium Petrol 95R","Taxes",47.665,"NZD c/L","Final"
"2005w43",2005-10-28,"Premium Petrol 95R","Board price",144.9,"NZD c/L","Final"
"2005w43",2005-10-28,"Premium Petrol 95R","Adjusted retail price",144.9,"NZD c/L","Final"
"2005w43",2005-10-28,"Premium Petrol 95R","Importer margin",12.112,"NZD c/L","Final"
"2005w43",2005-10-28,"Premium Petrol 95R","Importer margin trend",11.5484235194981,"NZD c/L","Final"
"2005w44",2005-11-04,"NA","Dubai crude price",52.9,"USD/bbl","Final"
"2005w44",2005-11-04,"NA","Dubai crude price",75.95,"NZD/bbl","Final"
"2005w44",2005-11-04,"NA","Exchange rate",0.697,"USD/NZD","Final"
"2005w44",2005-11-04,"Diesel","Importer cost",68.5,"NZD c/L","Final"
"2005w44",2005-11-04,"Diesel","Price excluding tax",90.2,"NZD c/L","Final"
"2005w44",2005-11-04,"Diesel","ETS",0,"NZD c/L","Final"
"2005w44",2005-11-04,"Diesel","GST",11.3,"NZD c/L","Final"
"2005w44",2005-11-04,"Diesel","Taxes",0.399999999999999,"NZD c/L","Final"
"2005w44",2005-11-04,"Diesel","Board price",101.9,"NZD c/L","Final"
"2005w44",2005-11-04,"Diesel","Adjusted retail price",101.9,"NZD c/L","Final"
"2005w44",2005-11-04,"Diesel","Importer margin",18,"NZD c/L","Final"
"2005w44",2005-11-04,"Diesel","Importer margin trend",15.5919655142219,"NZD c/L","Final"
"2005w44",2005-11-04,"Regular Petrol","Importer cost",62.5,"NZD c/L","Final"
"2005w44",2005-11-04,"Regular Petrol","Price excluding tax",76.7,"NZD c/L","Final"
"2005w44",2005-11-04,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2005w44",2005-11-04,"Regular Petrol","GST",15.5,"NZD c/L","Final"
"2005w44",2005-11-04,"Regular Petrol","Taxes",47.7,"NZD c/L","Final"
"2005w44",2005-11-04,"Regular Petrol","Board price",139.9,"NZD c/L","Final"
"2005w44",2005-11-04,"Regular Petrol","Adjusted retail price",139.9,"NZD c/L","Final"
"2005w44",2005-11-04,"Regular Petrol","Importer margin",14,"NZD c/L","Final"
"2005w44",2005-11-04,"Regular Petrol","Importer margin trend",13.2008876727247,"NZD c/L","Final"
"2005w44",2005-11-04,"Premium Petrol 95R","Importer cost",68.58907143,"NZD c/L","Final"
"2005w44",2005-11-04,"Premium Petrol 95R","Price excluding tax",81.135,"NZD c/L","Final"
"2005w44",2005-11-04,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2005w44",2005-11-04,"Premium Petrol 95R","GST",16.1,"NZD c/L","Final"
"2005w44",2005-11-04,"Premium Petrol 95R","Taxes",47.665,"NZD c/L","Final"
"2005w44",2005-11-04,"Premium Petrol 95R","Board price",144.9,"NZD c/L","Final"
"2005w44",2005-11-04,"Premium Petrol 95R","Adjusted retail price",144.9,"NZD c/L","Final"
"2005w44",2005-11-04,"Premium Petrol 95R","Importer margin",12.54592857,"NZD c/L","Final"
"2005w44",2005-11-04,"Premium Petrol 95R","Importer margin trend",11.5621152552656,"NZD c/L","Final"
"2005w45",2005-11-11,"NA","Dubai crude price",53.16,"USD/bbl","Final"
"2005w45",2005-11-11,"NA","Dubai crude price",77.73,"NZD/bbl","Final"
"2005w45",2005-11-11,"NA","Exchange rate",0.684,"USD/NZD","Final"
"2005w45",2005-11-11,"Diesel","Importer cost",67.3,"NZD c/L","Final"
"2005w45",2005-11-11,"Diesel","Price excluding tax",89.7,"NZD c/L","Final"
"2005w45",2005-11-11,"Diesel","ETS",0,"NZD c/L","Final"
"2005w45",2005-11-11,"Diesel","GST",11.3,"NZD c/L","Final"
"2005w45",2005-11-11,"Diesel","Taxes",0.299999999999999,"NZD c/L","Final"
"2005w45",2005-11-11,"Diesel","Board price",101.3,"NZD c/L","Final"
"2005w45",2005-11-11,"Diesel","Adjusted retail price",101.3,"NZD c/L","Final"
"2005w45",2005-11-11,"Diesel","Importer margin",21.2,"NZD c/L","Final"
"2005w45",2005-11-11,"Diesel","Importer margin trend",15.5465098484816,"NZD c/L","Final"
"2005w45",2005-11-11,"Regular Petrol","Importer cost",62.2,"NZD c/L","Final"
"2005w45",2005-11-11,"Regular Petrol","Price excluding tax",76.7,"NZD c/L","Final"
"2005w45",2005-11-11,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2005w45",2005-11-11,"Regular Petrol","GST",15.5,"NZD c/L","Final"
"2005w45",2005-11-11,"Regular Petrol","Taxes",47.7,"NZD c/L","Final"
"2005w45",2005-11-11,"Regular Petrol","Board price",139.9,"NZD c/L","Final"
"2005w45",2005-11-11,"Regular Petrol","Adjusted retail price",139.9,"NZD c/L","Final"
"2005w45",2005-11-11,"Regular Petrol","Importer margin",14.2,"NZD c/L","Final"
"2005w45",2005-11-11,"Regular Petrol","Importer margin trend",13.2770103336126,"NZD c/L","Final"
"2005w45",2005-11-11,"Premium Petrol 95R","Importer cost",67.20957143,"NZD c/L","Final"
"2005w45",2005-11-11,"Premium Petrol 95R","Price excluding tax",81.135,"NZD c/L","Final"
"2005w45",2005-11-11,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2005w45",2005-11-11,"Premium Petrol 95R","GST",16.1,"NZD c/L","Final"
"2005w45",2005-11-11,"Premium Petrol 95R","Taxes",47.665,"NZD c/L","Final"
"2005w45",2005-11-11,"Premium Petrol 95R","Board price",144.9,"NZD c/L","Final"
"2005w45",2005-11-11,"Premium Petrol 95R","Adjusted retail price",144.9,"NZD c/L","Final"
"2005w45",2005-11-11,"Premium Petrol 95R","Importer margin",13.92542857,"NZD c/L","Final"
"2005w45",2005-11-11,"Premium Petrol 95R","Importer margin trend",11.5807836990918,"NZD c/L","Final"
"2005w46",2005-11-18,"NA","Dubai crude price",50.67,"USD/bbl","Final"
"2005w46",2005-11-18,"NA","Dubai crude price",74.04,"NZD/bbl","Final"
"2005w46",2005-11-18,"NA","Exchange rate",0.684,"USD/NZD","Final"
"2005w46",2005-11-18,"Diesel","Importer cost",68.1,"NZD c/L","Final"
"2005w46",2005-11-18,"Diesel","Price excluding tax",86.3,"NZD c/L","Final"
"2005w46",2005-11-18,"Diesel","ETS",0,"NZD c/L","Final"
"2005w46",2005-11-18,"Diesel","GST",10.8,"NZD c/L","Final"
"2005w46",2005-11-18,"Diesel","Taxes",0.399999999999999,"NZD c/L","Final"
"2005w46",2005-11-18,"Diesel","Board price",97.5,"NZD c/L","Final"
"2005w46",2005-11-18,"Diesel","Adjusted retail price",97.5,"NZD c/L","Final"
"2005w46",2005-11-18,"Diesel","Importer margin",19,"NZD c/L","Final"
"2005w46",2005-11-18,"Diesel","Importer margin trend",15.5010541827413,"NZD c/L","Final"
"2005w46",2005-11-18,"Regular Petrol","Importer cost",60.1,"NZD c/L","Final"
"2005w46",2005-11-18,"Regular Petrol","Price excluding tax",74.8,"NZD c/L","Final"
"2005w46",2005-11-18,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2005w46",2005-11-18,"Regular Petrol","GST",15.3,"NZD c/L","Final"
"2005w46",2005-11-18,"Regular Petrol","Taxes",47.7,"NZD c/L","Final"
"2005w46",2005-11-18,"Regular Petrol","Board price",137.8,"NZD c/L","Final"
"2005w46",2005-11-18,"Regular Petrol","Adjusted retail price",137.8,"NZD c/L","Final"
"2005w46",2005-11-18,"Regular Petrol","Importer margin",12.6,"NZD c/L","Final"
"2005w46",2005-11-18,"Regular Petrol","Importer margin trend",13.3531329945005,"NZD c/L","Final"
"2005w46",2005-11-18,"Premium Petrol 95R","Importer cost",65.49085714,"NZD c/L","Final"
"2005w46",2005-11-18,"Premium Petrol 95R","Price excluding tax",78.46833333,"NZD c/L","Final"
"2005w46",2005-11-18,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2005w46",2005-11-18,"Premium Petrol 95R","GST",15.76666667,"NZD c/L","Final"
"2005w46",2005-11-18,"Premium Petrol 95R","Taxes",47.665,"NZD c/L","Final"
"2005w46",2005-11-18,"Premium Petrol 95R","Board price",141.9,"NZD c/L","Final"
"2005w46",2005-11-18,"Premium Petrol 95R","Adjusted retail price",141.9,"NZD c/L","Final"
"2005w46",2005-11-18,"Premium Petrol 95R","Importer margin",12.97747619,"NZD c/L","Final"
"2005w46",2005-11-18,"Premium Petrol 95R","Importer margin trend",11.599452142918,"NZD c/L","Final"
"2005w47",2005-11-25,"NA","Dubai crude price",50.55,"USD/bbl","Final"
"2005w47",2005-11-25,"NA","Dubai crude price",73.1,"NZD/bbl","Final"
"2005w47",2005-11-25,"NA","Exchange rate",0.691,"USD/NZD","Final"
"2005w47",2005-11-25,"Diesel","Importer cost",65.5,"NZD c/L","Final"
"2005w47",2005-11-25,"Diesel","Price excluding tax",84,"NZD c/L","Final"
"2005w47",2005-11-25,"Diesel","ETS",0,"NZD c/L","Final"
"2005w47",2005-11-25,"Diesel","GST",10.5,"NZD c/L","Final"
"2005w47",2005-11-25,"Diesel","Taxes",0.4,"NZD c/L","Final"
"2005w47",2005-11-25,"Diesel","Board price",94.9,"NZD c/L","Final"
"2005w47",2005-11-25,"Diesel","Adjusted retail price",94.9,"NZD c/L","Final"
"2005w47",2005-11-25,"Diesel","Importer margin",15.9,"NZD c/L","Final"
"2005w47",2005-11-25,"Diesel","Importer margin trend",15.455598517001,"NZD c/L","Final"
"2005w47",2005-11-25,"Regular Petrol","Importer cost",58.4,"NZD c/L","Final"
"2005w47",2005-11-25,"Regular Petrol","Price excluding tax",74,"NZD c/L","Final"
"2005w47",2005-11-25,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2005w47",2005-11-25,"Regular Petrol","GST",15.2,"NZD c/L","Final"
"2005w47",2005-11-25,"Regular Petrol","Taxes",47.7,"NZD c/L","Final"
"2005w47",2005-11-25,"Regular Petrol","Board price",136.9,"NZD c/L","Final"
"2005w47",2005-11-25,"Regular Petrol","Adjusted retail price",136.9,"NZD c/L","Final"
"2005w47",2005-11-25,"Regular Petrol","Importer margin",13.9,"NZD c/L","Final"
"2005w47",2005-11-25,"Regular Petrol","Importer margin trend",13.4292556553884,"NZD c/L","Final"
"2005w47",2005-11-25,"Premium Petrol 95R","Importer cost",63.974,"NZD c/L","Final"
"2005w47",2005-11-25,"Premium Petrol 95R","Price excluding tax",78.46833333,"NZD c/L","Final"
"2005w47",2005-11-25,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2005w47",2005-11-25,"Premium Petrol 95R","GST",15.76666667,"NZD c/L","Final"
"2005w47",2005-11-25,"Premium Petrol 95R","Taxes",47.665,"NZD c/L","Final"
"2005w47",2005-11-25,"Premium Petrol 95R","Board price",141.9,"NZD c/L","Final"
"2005w47",2005-11-25,"Premium Petrol 95R","Adjusted retail price",141.9,"NZD c/L","Final"
"2005w47",2005-11-25,"Premium Petrol 95R","Importer margin",14.49433333,"NZD c/L","Final"
"2005w47",2005-11-25,"Premium Petrol 95R","Importer margin trend",11.6181205867441,"NZD c/L","Final"
"2005w48",2005-12-02,"NA","Dubai crude price",50.5,"USD/bbl","Final"
"2005w48",2005-12-02,"NA","Dubai crude price",71.98,"NZD/bbl","Final"
"2005w48",2005-12-02,"NA","Exchange rate",0.702,"USD/NZD","Final"
"2005w48",2005-12-02,"Diesel","Importer cost",61.2,"NZD c/L","Final"
"2005w48",2005-12-02,"Diesel","Price excluding tax",82.1,"NZD c/L","Final"
"2005w48",2005-12-02,"Diesel","ETS",0,"NZD c/L","Final"
"2005w48",2005-12-02,"Diesel","GST",10.3,"NZD c/L","Final"
"2005w48",2005-12-02,"Diesel","Taxes",0.399999999999999,"NZD c/L","Final"
"2005w48",2005-12-02,"Diesel","Board price",92.8,"NZD c/L","Final"
"2005w48",2005-12-02,"Diesel","Adjusted retail price",92.8,"NZD c/L","Final"
"2005w48",2005-12-02,"Diesel","Importer margin",16.6,"NZD c/L","Final"
"2005w48",2005-12-02,"Diesel","Importer margin trend",15.4101428512607,"NZD c/L","Final"
"2005w48",2005-12-02,"Regular Petrol","Importer cost",54.7,"NZD c/L","Final"
"2005w48",2005-12-02,"Regular Petrol","Price excluding tax",72.6,"NZD c/L","Final"
"2005w48",2005-12-02,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2005w48",2005-12-02,"Regular Petrol","GST",15,"NZD c/L","Final"
"2005w48",2005-12-02,"Regular Petrol","Taxes",47.7,"NZD c/L","Final"
"2005w48",2005-12-02,"Regular Petrol","Board price",135.3,"NZD c/L","Final"
"2005w48",2005-12-02,"Regular Petrol","Adjusted retail price",135.3,"NZD c/L","Final"
"2005w48",2005-12-02,"Regular Petrol","Importer margin",14.2,"NZD c/L","Final"
"2005w48",2005-12-02,"Regular Petrol","Importer margin trend",13.5053783162762,"NZD c/L","Final"
"2005w48",2005-12-02,"Premium Petrol 95R","Importer cost",59.92071429,"NZD c/L","Final"
"2005w48",2005-12-02,"Premium Petrol 95R","Price excluding tax",74.02388889,"NZD c/L","Final"
"2005w48",2005-12-02,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2005w48",2005-12-02,"Premium Petrol 95R","GST",15.21111111,"NZD c/L","Final"
"2005w48",2005-12-02,"Premium Petrol 95R","Taxes",47.665,"NZD c/L","Final"
"2005w48",2005-12-02,"Premium Petrol 95R","Board price",136.9,"NZD c/L","Final"
"2005w48",2005-12-02,"Premium Petrol 95R","Adjusted retail price",136.9,"NZD c/L","Final"
"2005w48",2005-12-02,"Premium Petrol 95R","Importer margin",14.1031746,"NZD c/L","Final"
"2005w48",2005-12-02,"Premium Petrol 95R","Importer margin trend",11.6367890305703,"NZD c/L","Final"
"2005w49",2005-12-09,"NA","Dubai crude price",53.26,"USD/bbl","Final"
"2005w49",2005-12-09,"NA","Dubai crude price",74.99,"NZD/bbl","Final"
"2005w49",2005-12-09,"NA","Exchange rate",0.71,"USD/NZD","Final"
"2005w49",2005-12-09,"Diesel","Importer cost",64.1,"NZD c/L","Final"
"2005w49",2005-12-09,"Diesel","Price excluding tax",78.7,"NZD c/L","Final"
"2005w49",2005-12-09,"Diesel","ETS",0,"NZD c/L","Final"
"2005w49",2005-12-09,"Diesel","GST",9.9,"NZD c/L","Final"
"2005w49",2005-12-09,"Diesel","Taxes",0.299999999999999,"NZD c/L","Final"
"2005w49",2005-12-09,"Diesel","Board price",88.9,"NZD c/L","Final"
"2005w49",2005-12-09,"Diesel","Adjusted retail price",88.9,"NZD c/L","Final"
"2005w49",2005-12-09,"Diesel","Importer margin",17.5,"NZD c/L","Final"
"2005w49",2005-12-09,"Diesel","Importer margin trend",15.3646871855204,"NZD c/L","Final"
"2005w49",2005-12-09,"Regular Petrol","Importer cost",57,"NZD c/L","Final"
"2005w49",2005-12-09,"Regular Petrol","Price excluding tax",69.6,"NZD c/L","Final"
"2005w49",2005-12-09,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2005w49",2005-12-09,"Regular Petrol","GST",14.7,"NZD c/L","Final"
"2005w49",2005-12-09,"Regular Petrol","Taxes",47.6,"NZD c/L","Final"
"2005w49",2005-12-09,"Regular Petrol","Board price",131.9,"NZD c/L","Final"
"2005w49",2005-12-09,"Regular Petrol","Adjusted retail price",131.9,"NZD c/L","Final"
"2005w49",2005-12-09,"Regular Petrol","Importer margin",14.9,"NZD c/L","Final"
"2005w49",2005-12-09,"Regular Petrol","Importer margin trend",13.5815009771641,"NZD c/L","Final"
"2005w49",2005-12-09,"Premium Petrol 95R","Importer cost",62.70757143,"NZD c/L","Final"
"2005w49",2005-12-09,"Premium Petrol 95R","Price excluding tax",74.02388889,"NZD c/L","Final"
"2005w49",2005-12-09,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2005w49",2005-12-09,"Premium Petrol 95R","GST",15.21111111,"NZD c/L","Final"
"2005w49",2005-12-09,"Premium Petrol 95R","Taxes",47.665,"NZD c/L","Final"
"2005w49",2005-12-09,"Premium Petrol 95R","Board price",136.9,"NZD c/L","Final"
"2005w49",2005-12-09,"Premium Petrol 95R","Adjusted retail price",136.9,"NZD c/L","Final"
"2005w49",2005-12-09,"Premium Petrol 95R","Importer margin",11.31631746,"NZD c/L","Final"
"2005w49",2005-12-09,"Premium Petrol 95R","Importer margin trend",11.6554574743965,"NZD c/L","Final"
"2005w50",2005-12-16,"NA","Dubai crude price",54.82,"USD/bbl","Final"
"2005w50",2005-12-16,"NA","Dubai crude price",77.88,"NZD/bbl","Final"
"2005w50",2005-12-16,"NA","Exchange rate",0.704,"USD/NZD","Final"
"2005w50",2005-12-16,"Diesel","Importer cost",68.4,"NZD c/L","Final"
"2005w50",2005-12-16,"Diesel","Price excluding tax",79.2,"NZD c/L","Final"
"2005w50",2005-12-16,"Diesel","ETS",0,"NZD c/L","Final"
"2005w50",2005-12-16,"Diesel","GST",9.9,"NZD c/L","Final"
"2005w50",2005-12-16,"Diesel","Taxes",0.4,"NZD c/L","Final"
"2005w50",2005-12-16,"Diesel","Board price",89.5,"NZD c/L","Final"
"2005w50",2005-12-16,"Diesel","Adjusted retail price",89.5,"NZD c/L","Final"
"2005w50",2005-12-16,"Diesel","Importer margin",15.1,"NZD c/L","Final"
"2005w50",2005-12-16,"Diesel","Importer margin trend",15.3192315197801,"NZD c/L","Final"
"2005w50",2005-12-16,"Regular Petrol","Importer cost",60,"NZD c/L","Final"
"2005w50",2005-12-16,"Regular Petrol","Price excluding tax",70.1,"NZD c/L","Final"
"2005w50",2005-12-16,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2005w50",2005-12-16,"Regular Petrol","GST",14.7,"NZD c/L","Final"
"2005w50",2005-12-16,"Regular Petrol","Taxes",47.7,"NZD c/L","Final"
"2005w50",2005-12-16,"Regular Petrol","Board price",132.5,"NZD c/L","Final"
"2005w50",2005-12-16,"Regular Petrol","Adjusted retail price",132.5,"NZD c/L","Final"
"2005w50",2005-12-16,"Regular Petrol","Importer margin",13.1,"NZD c/L","Final"
"2005w50",2005-12-16,"Regular Petrol","Importer margin trend",13.657623638052,"NZD c/L","Final"
"2005w50",2005-12-16,"Premium Petrol 95R","Importer cost",64.80557143,"NZD c/L","Final"
"2005w50",2005-12-16,"Premium Petrol 95R","Price excluding tax",77.57944444,"NZD c/L","Final"
"2005w50",2005-12-16,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2005w50",2005-12-16,"Premium Petrol 95R","GST",15.65555556,"NZD c/L","Final"
"2005w50",2005-12-16,"Premium Petrol 95R","Taxes",47.665,"NZD c/L","Final"
"2005w50",2005-12-16,"Premium Petrol 95R","Board price",140.9,"NZD c/L","Final"
"2005w50",2005-12-16,"Premium Petrol 95R","Adjusted retail price",140.9,"NZD c/L","Final"
"2005w50",2005-12-16,"Premium Petrol 95R","Importer margin",12.77387301,"NZD c/L","Final"
"2005w50",2005-12-16,"Premium Petrol 95R","Importer margin trend",11.6741259182227,"NZD c/L","Final"
"2005w51",2005-12-23,"NA","Dubai crude price",52.68,"USD/bbl","Final"
"2005w51",2005-12-23,"NA","Dubai crude price",77.23,"NZD/bbl","Final"
"2005w51",2005-12-23,"NA","Exchange rate",0.682,"USD/NZD","Final"
"2005w51",2005-12-23,"Diesel","Importer cost",70.7,"NZD c/L","Final"
"2005w51",2005-12-23,"Diesel","Price excluding tax",82.2,"NZD c/L","Final"
"2005w51",2005-12-23,"Diesel","ETS",0,"NZD c/L","Final"
"2005w51",2005-12-23,"Diesel","GST",10.3,"NZD c/L","Final"
"2005w51",2005-12-23,"Diesel","Taxes",0.399999999999999,"NZD c/L","Final"
"2005w51",2005-12-23,"Diesel","Board price",92.9,"NZD c/L","Final"
"2005w51",2005-12-23,"Diesel","Adjusted retail price",92.9,"NZD c/L","Final"
"2005w51",2005-12-23,"Diesel","Importer margin",13.8,"NZD c/L","Final"
"2005w51",2005-12-23,"Diesel","Importer margin trend",15.2737758540398,"NZD c/L","Final"
"2005w51",2005-12-23,"Regular Petrol","Importer cost",59.1,"NZD c/L","Final"
"2005w51",2005-12-23,"Regular Petrol","Price excluding tax",73.1,"NZD c/L","Final"
"2005w51",2005-12-23,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2005w51",2005-12-23,"Regular Petrol","GST",15.1,"NZD c/L","Final"
"2005w51",2005-12-23,"Regular Petrol","Taxes",47.7,"NZD c/L","Final"
"2005w51",2005-12-23,"Regular Petrol","Board price",135.9,"NZD c/L","Final"
"2005w51",2005-12-23,"Regular Petrol","Adjusted retail price",135.9,"NZD c/L","Final"
"2005w51",2005-12-23,"Regular Petrol","Importer margin",13.2,"NZD c/L","Final"
"2005w51",2005-12-23,"Regular Petrol","Importer margin trend",13.7337462989399,"NZD c/L","Final"
"2005w51",2005-12-23,"Premium Petrol 95R","Importer cost",64.27985714,"NZD c/L","Final"
"2005w51",2005-12-23,"Premium Petrol 95R","Price excluding tax",77.57944444,"NZD c/L","Final"
