"Week","Date","Fuel","Variable","Value","Unit","Status"
"2017w10",2017-03-10,"Regular Petrol","Board price",206.9,"NZD c/L","Final"
"2017w10",2017-03-10,"Regular Petrol","Adjusted retail price",190.066666666667,"NZD c/L","Final"
"2017w10",2017-03-10,"Regular Petrol","Importer margin",30.5870488015869,"NZD c/L","Final"
"2017w10",2017-03-10,"Regular Petrol","Importer margin trend",29.074422793997,"NZD c/L","Final"
"2017w10",2017-03-10,"Premium Petrol 95R","Importer cost",65.5706428311037,"NZD c/L","Final"
"2017w10",2017-03-10,"Premium Petrol 95R","Price excluding tax",109.034635046113,"NZD c/L","Final"
"2017w10",2017-03-10,"Premium Petrol 95R","ETS",2.684,"NZD c/L","Final"
"2017w10",2017-03-10,"Premium Petrol 95R","GST",26.850395256917,"NZD c/L","Final"
"2017w10",2017-03-10,"Premium Petrol 95R","Taxes",67.284,"NZD c/L","Final"
"2017w10",2017-03-10,"Premium Petrol 95R","Board price",215.9,"NZD c/L","Final"
"2017w10",2017-03-10,"Premium Petrol 95R","Adjusted retail price",205.85303030303,"NZD c/L","Final"
"2017w10",2017-03-10,"Premium Petrol 95R","Importer margin",43.4639922150096,"NZD c/L","Final"
"2017w10",2017-03-10,"Premium Petrol 95R","Importer margin trend",40.9813967546992,"NZD c/L","Final"
"2017w11",2017-03-17,"NA","Dubai crude price",49.82,"USD/bbl","Final"
"2017w11",2017-03-17,"NA","Dubai crude price",71.6195624047612,"NZD/bbl","Final"
"2017w11",2017-03-17,"NA","Exchange rate",0.69562,"USD/NZD","Final"
"2017w11",2017-03-17,"Diesel","Importer cost",60.1612294457641,"NZD c/L","Final"
"2017w11",2017-03-17,"Diesel","Price excluding tax",98.5747051759835,"NZD c/L","Final"
"2017w11",2017-03-17,"Diesel","ETS",3.0278,"NZD c/L","Final"
"2017w11",2017-03-17,"Diesel","GST",15.3198757763975,"NZD c/L","Final"
"2017w11",2017-03-17,"Diesel","Taxes",0.53,"NZD c/L","Final"
"2017w11",2017-03-17,"Diesel","Board price",135.185714285714,"NZD c/L","Final"
"2017w11",2017-03-17,"Diesel","Adjusted retail price",117.452380952381,"NZD c/L","Final"
"2017w11",2017-03-17,"Diesel","Importer margin",38.4134757302193,"NZD c/L","Final"
"2017w11",2017-03-17,"Diesel","Importer margin trend",36.3009125388559,"NZD c/L","Final"
"2017w11",2017-03-17,"Regular Petrol","Importer cost",62.2698082806706,"NZD c/L","Final"
"2017w11",2017-03-17,"Regular Petrol","Price excluding tax",93.8811790890269,"NZD c/L","Final"
"2017w11",2017-03-17,"Regular Petrol","ETS",2.6195,"NZD c/L","Final"
"2017w11",2017-03-17,"Regular Petrol","GST",24.567701863354,"NZD c/L","Final"
"2017w11",2017-03-17,"Regular Petrol","Taxes",67.284,"NZD c/L","Final"
"2017w11",2017-03-17,"Regular Petrol","Board price",205.185714285714,"NZD c/L","Final"
"2017w11",2017-03-17,"Regular Petrol","Adjusted retail price",188.352380952381,"NZD c/L","Final"
"2017w11",2017-03-17,"Regular Petrol","Importer margin",31.6113708083563,"NZD c/L","Final"
"2017w11",2017-03-17,"Regular Petrol","Importer margin trend",29.0556023942665,"NZD c/L","Final"
"2017w11",2017-03-17,"Premium Petrol 95R","Importer cost",63.0556150008828,"NZD c/L","Final"
"2017w11",2017-03-17,"Premium Petrol 95R","Price excluding tax",107.5439518163,"NZD c/L","Final"
"2017w11",2017-03-17,"Premium Petrol 95R","ETS",2.684,"NZD c/L","Final"
"2017w11",2017-03-17,"Premium Petrol 95R","GST",26.6267927724449,"NZD c/L","Final"
"2017w11",2017-03-17,"Premium Petrol 95R","Taxes",67.284,"NZD c/L","Final"
"2017w11",2017-03-17,"Premium Petrol 95R","Board price",214.185714285714,"NZD c/L","Final"
"2017w11",2017-03-17,"Premium Petrol 95R","Adjusted retail price",204.138744588745,"NZD c/L","Final"
"2017w11",2017-03-17,"Premium Petrol 95R","Importer margin",44.4883368154168,"NZD c/L","Final"
"2017w11",2017-03-17,"Premium Petrol 95R","Importer margin trend",40.9509134143428,"NZD c/L","Final"
"2017w12",2017-03-24,"NA","Dubai crude price",49.21,"USD/bbl","Final"
"2017w12",2017-03-24,"NA","Dubai crude price",69.9482601773937,"NZD/bbl","Final"
"2017w12",2017-03-24,"NA","Exchange rate",0.70352,"USD/NZD","Final"
"2017w12",2017-03-24,"Diesel","Importer cost",58.7461788559734,"NZD c/L","Final"
"2017w12",2017-03-24,"Diesel","Price excluding tax",97.4566927536232,"NZD c/L","Final"
"2017w12",2017-03-24,"Diesel","ETS",3.0278,"NZD c/L","Final"
"2017w12",2017-03-24,"Diesel","GST",15.1521739130435,"NZD c/L","Final"
"2017w12",2017-03-24,"Diesel","Taxes",0.53,"NZD c/L","Final"
"2017w12",2017-03-24,"Diesel","Board price",133.9,"NZD c/L","Final"
"2017w12",2017-03-24,"Diesel","Adjusted retail price",116.166666666667,"NZD c/L","Final"
"2017w12",2017-03-24,"Diesel","Importer margin",38.7105138976498,"NZD c/L","Final"
"2017w12",2017-03-24,"Diesel","Importer margin trend",36.2596032024726,"NZD c/L","Final"
"2017w12",2017-03-24,"Regular Petrol","Importer cost",61.8089062648242,"NZD c/L","Final"
"2017w12",2017-03-24,"Regular Petrol","Price excluding tax",92.7631666666667,"NZD c/L","Final"
"2017w12",2017-03-24,"Regular Petrol","ETS",2.6195,"NZD c/L","Final"
"2017w12",2017-03-24,"Regular Petrol","GST",24.4,"NZD c/L","Final"
"2017w12",2017-03-24,"Regular Petrol","Taxes",67.284,"NZD c/L","Final"
"2017w12",2017-03-24,"Regular Petrol","Board price",203.9,"NZD c/L","Final"
"2017w12",2017-03-24,"Regular Petrol","Adjusted retail price",187.066666666667,"NZD c/L","Final"
"2017w12",2017-03-24,"Regular Petrol","Importer margin",30.9542604018425,"NZD c/L","Final"
"2017w12",2017-03-24,"Regular Petrol","Importer margin trend",29.0367819945359,"NZD c/L","Final"
"2017w12",2017-03-24,"Premium Petrol 95R","Importer cost",62.5858889671127,"NZD c/L","Final"
"2017w12",2017-03-24,"Premium Petrol 95R","Price excluding tax",106.425939393939,"NZD c/L","Final"
"2017w12",2017-03-24,"Premium Petrol 95R","ETS",2.684,"NZD c/L","Final"
"2017w12",2017-03-24,"Premium Petrol 95R","GST",26.4590909090909,"NZD c/L","Final"
"2017w12",2017-03-24,"Premium Petrol 95R","Taxes",67.284,"NZD c/L","Final"
"2017w12",2017-03-24,"Premium Petrol 95R","Board price",212.9,"NZD c/L","Final"
"2017w12",2017-03-24,"Premium Petrol 95R","Adjusted retail price",202.85303030303,"NZD c/L","Final"
"2017w12",2017-03-24,"Premium Petrol 95R","Importer margin",43.8400504268267,"NZD c/L","Final"
"2017w12",2017-03-24,"Premium Petrol 95R","Importer margin trend",40.9204300739864,"NZD c/L","Final"
"2017w13",2017-03-31,"NA","Dubai crude price",50.23,"USD/bbl","Final"
"2017w13",2017-03-31,"NA","Dubai crude price",71.5119589977221,"NZD/bbl","Final"
"2017w13",2017-03-31,"NA","Exchange rate",0.7024,"USD/NZD","Final"
"2017w13",2017-03-31,"Diesel","Importer cost",59.6657649660879,"NZD c/L","Final"
"2017w13",2017-03-31,"Diesel","Price excluding tax",98.0279393124474,"NZD c/L","Final"
"2017w13",2017-03-31,"Diesel","ETS",3.0278,"NZD c/L","Final"
"2017w13",2017-03-31,"Diesel","GST",15.2378608968671,"NZD c/L","Final"
"2017w13",2017-03-31,"Diesel","Taxes",0.53,"NZD c/L","Final"
"2017w13",2017-03-31,"Diesel","Board price",133.9,"NZD c/L","Final"
"2017w13",2017-03-31,"Diesel","Adjusted retail price",116.823600209315,"NZD c/L","Final"
"2017w13",2017-03-31,"Diesel","Importer margin",38.3621743463595,"NZD c/L","Final"
"2017w13",2017-03-31,"Diesel","Importer margin trend",36.2182938660894,"NZD c/L","Final"
"2017w13",2017-03-31,"Regular Petrol","Importer cost",63.281472469292,"NZD c/L","Final"
"2017w13",2017-03-31,"Regular Petrol","Price excluding tax",93.2847237844971,"NZD c/L","Final"
"2017w13",2017-03-31,"Regular Petrol","ETS",2.6195,"NZD c/L","Final"
"2017w13",2017-03-31,"Regular Petrol","GST",24.4782335676746,"NZD c/L","Final"
"2017w13",2017-03-31,"Regular Petrol","Taxes",67.284,"NZD c/L","Final"
"2017w13",2017-03-31,"Regular Petrol","Board price",203.9,"NZD c/L","Final"
"2017w13",2017-03-31,"Regular Petrol","Adjusted retail price",187.666457352172,"NZD c/L","Final"
"2017w13",2017-03-31,"Regular Petrol","Importer margin",30.003251315205,"NZD c/L","Final"
"2017w13",2017-03-31,"Regular Petrol","Importer margin trend",29.0179615948054,"NZD c/L","Final"
"2017w13",2017-03-31,"Premium Petrol 95R","Importer cost",64.0596940961628,"NZD c/L","Final"
"2017w13",2017-03-31,"Premium Petrol 95R","Price excluding tax",106.843976843033,"NZD c/L","Final"
"2017w13",2017-03-31,"Premium Petrol 95R","ETS",2.684,"NZD c/L","Final"
"2017w13",2017-03-31,"Premium Petrol 95R","GST",26.5217965264549,"NZD c/L","Final"
"2017w13",2017-03-31,"Premium Petrol 95R","Taxes",67.284,"NZD c/L","Final"
"2017w13",2017-03-31,"Premium Petrol 95R","Board price",212.9,"NZD c/L","Final"
"2017w13",2017-03-31,"Premium Petrol 95R","Adjusted retail price",203.333773369488,"NZD c/L","Final"
"2017w13",2017-03-31,"Premium Petrol 95R","Importer margin",42.7842827468699,"NZD c/L","Final"
"2017w13",2017-03-31,"Premium Petrol 95R","Importer margin trend",40.8899467336299,"NZD c/L","Final"
"2017w14",2017-04-07,"NA","Dubai crude price",52.48,"USD/bbl","Final"
"2017w14",2017-04-07,"NA","Dubai crude price",75.1367293760559,"NZD/bbl","Final"
"2017w14",2017-04-07,"NA","Exchange rate",0.69846,"USD/NZD","Final"
"2017w14",2017-04-07,"Diesel","Importer cost",62.3564069090291,"NZD c/L","Final"
"2017w14",2017-04-07,"Diesel","Price excluding tax",99.4560557095079,"NZD c/L","Final"
"2017w14",2017-04-07,"Diesel","ETS",3.0278,"NZD c/L","Final"
"2017w14",2017-04-07,"Diesel","GST",15.4520783564262,"NZD c/L","Final"
"2017w14",2017-04-07,"Diesel","Taxes",0.53,"NZD c/L","Final"
"2017w14",2017-04-07,"Diesel","Board price",133.9,"NZD c/L","Final"
"2017w14",2017-04-07,"Diesel","Adjusted retail price",118.465934065934,"NZD c/L","Final"
"2017w14",2017-04-07,"Diesel","Importer margin",37.0996488004788,"NZD c/L","Final"
"2017w14",2017-04-07,"Diesel","Importer margin trend",36.1769845297062,"NZD c/L","Final"
"2017w14",2017-04-07,"Regular Petrol","Importer cost",66.3027841160735,"NZD c/L","Final"
"2017w14",2017-04-07,"Regular Petrol","Price excluding tax",94.5886165790731,"NZD c/L","Final"
"2017w14",2017-04-07,"Regular Petrol","ETS",2.6195,"NZD c/L","Final"
"2017w14",2017-04-07,"Regular Petrol","GST",24.673817486861,"NZD c/L","Final"
"2017w14",2017-04-07,"Regular Petrol","Taxes",67.284,"NZD c/L","Final"
"2017w14",2017-04-07,"Regular Petrol","Board price",203.9,"NZD c/L","Final"
"2017w14",2017-04-07,"Regular Petrol","Adjusted retail price",189.165934065934,"NZD c/L","Final"
"2017w14",2017-04-07,"Regular Petrol","Importer margin",28.2858324629996,"NZD c/L","Final"
"2017w14",2017-04-07,"Regular Petrol","Importer margin trend",28.9991411950748,"NZD c/L","Final"
"2017w14",2017-04-07,"Premium Petrol 95R","Importer cost",67.5409232016652,"NZD c/L","Final"
"2017w14",2017-04-07,"Premium Petrol 95R","Price excluding tax",107.889070465766,"NZD c/L","Final"
"2017w14",2017-04-07,"Premium Petrol 95R","ETS",2.684,"NZD c/L","Final"
"2017w14",2017-04-07,"Premium Petrol 95R","GST",26.6785605698649,"NZD c/L","Final"
"2017w14",2017-04-07,"Premium Petrol 95R","Taxes",67.284,"NZD c/L","Final"
"2017w14",2017-04-07,"Premium Petrol 95R","Board price",212.9,"NZD c/L","Final"
"2017w14",2017-04-07,"Premium Petrol 95R","Adjusted retail price",204.535631035631,"NZD c/L","Final"
"2017w14",2017-04-07,"Premium Petrol 95R","Importer margin",40.3481472641009,"NZD c/L","Final"
"2017w14",2017-04-07,"Premium Petrol 95R","Importer margin trend",40.8594633932735,"NZD c/L","Final"
"2017w15",2017-04-14,"NA","Dubai crude price",54.19,"USD/bbl","Final"
"2017w15",2017-04-14,"NA","Dubai crude price",77.9039677975848,"NZD/bbl","Final"
"2017w15",2017-04-14,"NA","Exchange rate",0.6956,"USD/NZD","Final"
"2017w15",2017-04-14,"Diesel","Importer cost",64.7125829589225,"NZD c/L","Final"
"2017w15",2017-04-14,"Diesel","Price excluding tax",101.19518614429,"NZD c/L","Final"
"2017w15",2017-04-14,"Diesel","ETS",3.0278,"NZD c/L","Final"
"2017w15",2017-04-14,"Diesel","GST",15.7129479216436,"NZD c/L","Final"
"2017w15",2017-04-14,"Diesel","Taxes",0.53,"NZD c/L","Final"
"2017w15",2017-04-14,"Diesel","Board price",135.9,"NZD c/L","Final"
"2017w15",2017-04-14,"Diesel","Adjusted retail price",120.465934065934,"NZD c/L","Final"
"2017w15",2017-04-14,"Diesel","Importer margin",36.482603185368,"NZD c/L","Final"
"2017w15",2017-04-14,"Diesel","Importer margin trend",36.135675193323,"NZD c/L","Final"
"2017w15",2017-04-14,"Regular Petrol","Importer cost",67.8815902643652,"NZD c/L","Final"
"2017w15",2017-04-14,"Regular Petrol","Price excluding tax",96.3277470138557,"NZD c/L","Final"
"2017w15",2017-04-14,"Regular Petrol","ETS",2.6195,"NZD c/L","Final"
"2017w15",2017-04-14,"Regular Petrol","GST",24.9346870520784,"NZD c/L","Final"
"2017w15",2017-04-14,"Regular Petrol","Taxes",67.284,"NZD c/L","Final"
"2017w15",2017-04-14,"Regular Petrol","Board price",205.9,"NZD c/L","Final"
"2017w15",2017-04-14,"Regular Petrol","Adjusted retail price",191.165934065934,"NZD c/L","Final"
"2017w15",2017-04-14,"Regular Petrol","Importer margin",28.4461567494905,"NZD c/L","Final"
"2017w15",2017-04-14,"Regular Petrol","Importer margin trend",28.9803207953443,"NZD c/L","Final"
"2017w15",2017-04-14,"Premium Petrol 95R","Importer cost",69.1240701895558,"NZD c/L","Final"
"2017w15",2017-04-14,"Premium Petrol 95R","Price excluding tax",109.628200900549,"NZD c/L","Final"
"2017w15",2017-04-14,"Premium Petrol 95R","ETS",2.684,"NZD c/L","Final"
"2017w15",2017-04-14,"Premium Petrol 95R","GST",26.9394301350823,"NZD c/L","Final"
"2017w15",2017-04-14,"Premium Petrol 95R","Taxes",67.284,"NZD c/L","Final"
"2017w15",2017-04-14,"Premium Petrol 95R","Board price",214.9,"NZD c/L","Final"
"2017w15",2017-04-14,"Premium Petrol 95R","Adjusted retail price",206.535631035631,"NZD c/L","Final"
"2017w15",2017-04-14,"Premium Petrol 95R","Importer margin",40.5041307109929,"NZD c/L","Final"
"2017w15",2017-04-14,"Premium Petrol 95R","Importer margin trend",40.828980052917,"NZD c/L","Final"
"2017w16",2017-04-21,"NA","Dubai crude price",51.79,"USD/bbl","Final"
"2017w16",2017-04-21,"NA","Dubai crude price",73.780183773773,"NZD/bbl","Final"
"2017w16",2017-04-21,"NA","Exchange rate",0.70195,"USD/NZD","Final"
"2017w16",2017-04-21,"Diesel","Importer cost",63.0221471026197,"NZD c/L","Final"
"2017w16",2017-04-21,"Diesel","Price excluding tax",101.19518614429,"NZD c/L","Final"
"2017w16",2017-04-21,"Diesel","ETS",3.0278,"NZD c/L","Final"
"2017w16",2017-04-21,"Diesel","GST",15.7129479216436,"NZD c/L","Final"
"2017w16",2017-04-21,"Diesel","Taxes",0.53,"NZD c/L","Final"
"2017w16",2017-04-21,"Diesel","Board price",135.9,"NZD c/L","Final"
"2017w16",2017-04-21,"Diesel","Adjusted retail price",120.465934065934,"NZD c/L","Final"
"2017w16",2017-04-21,"Diesel","Importer margin",38.1730390416708,"NZD c/L","Final"
"2017w16",2017-04-21,"Diesel","Importer margin trend",36.0943658569398,"NZD c/L","Final"
"2017w16",2017-04-21,"Regular Petrol","Importer cost",66.2751650550649,"NZD c/L","Final"
"2017w16",2017-04-21,"Regular Petrol","Price excluding tax",96.3277470138557,"NZD c/L","Final"
"2017w16",2017-04-21,"Regular Petrol","ETS",2.6195,"NZD c/L","Final"
"2017w16",2017-04-21,"Regular Petrol","GST",24.9346870520784,"NZD c/L","Final"
"2017w16",2017-04-21,"Regular Petrol","Taxes",67.284,"NZD c/L","Final"
"2017w16",2017-04-21,"Regular Petrol","Board price",205.9,"NZD c/L","Final"
"2017w16",2017-04-21,"Regular Petrol","Adjusted retail price",191.165934065934,"NZD c/L","Final"
"2017w16",2017-04-21,"Regular Petrol","Importer margin",30.0525819587908,"NZD c/L","Final"
"2017w16",2017-04-21,"Regular Petrol","Importer margin trend",28.9615003956138,"NZD c/L","Final"
"2017w16",2017-04-21,"Premium Petrol 95R","Importer cost",67.5056621648347,"NZD c/L","Final"
"2017w16",2017-04-21,"Premium Petrol 95R","Price excluding tax",109.628200900549,"NZD c/L","Final"
"2017w16",2017-04-21,"Premium Petrol 95R","ETS",2.684,"NZD c/L","Final"
"2017w16",2017-04-21,"Premium Petrol 95R","GST",26.9394301350823,"NZD c/L","Final"
"2017w16",2017-04-21,"Premium Petrol 95R","Taxes",67.284,"NZD c/L","Final"
"2017w16",2017-04-21,"Premium Petrol 95R","Board price",214.9,"NZD c/L","Final"
"2017w16",2017-04-21,"Premium Petrol 95R","Adjusted retail price",206.535631035631,"NZD c/L","Final"
"2017w16",2017-04-21,"Premium Petrol 95R","Importer margin",42.1225387357141,"NZD c/L","Final"
"2017w16",2017-04-21,"Premium Petrol 95R","Importer margin trend",40.7984967125606,"NZD c/L","Final"
"2017w17",2017-04-28,"NA","Dubai crude price",50.02,"USD/bbl","Final"
"2017w17",2017-04-28,"NA","Dubai crude price",72.1112953218482,"NZD/bbl","Final"
"2017w17",2017-04-28,"NA","Exchange rate",0.69365,"USD/NZD","Final"
"2017w17",2017-04-28,"Diesel","Importer cost",61.7021611968934,"NZD c/L","Final"
"2017w17",2017-04-28,"Diesel","Price excluding tax",101.19518614429,"NZD c/L","Final"
"2017w17",2017-04-28,"Diesel","ETS",3.0278,"NZD c/L","Final"
"2017w17",2017-04-28,"Diesel","GST",15.7129479216436,"NZD c/L","Final"
"2017w17",2017-04-28,"Diesel","Taxes",0.53,"NZD c/L","Final"
"2017w17",2017-04-28,"Diesel","Board price",135.9,"NZD c/L","Final"
"2017w17",2017-04-28,"Diesel","Adjusted retail price",120.465934065934,"NZD c/L","Final"
"2017w17",2017-04-28,"Diesel","Importer margin",39.493024947397,"NZD c/L","Final"
"2017w17",2017-04-28,"Diesel","Importer margin trend",36.0530565205566,"NZD c/L","Final"
"2017w17",2017-04-28,"Regular Petrol","Importer cost",64.2892624303606,"NZD c/L","Final"
"2017w17",2017-04-28,"Regular Petrol","Price excluding tax",96.3277470138557,"NZD c/L","Final"
"2017w17",2017-04-28,"Regular Petrol","ETS",2.6195,"NZD c/L","Final"
"2017w17",2017-04-28,"Regular Petrol","GST",24.9346870520784,"NZD c/L","Final"
"2017w17",2017-04-28,"Regular Petrol","Taxes",67.284,"NZD c/L","Final"
"2017w17",2017-04-28,"Regular Petrol","Board price",205.9,"NZD c/L","Final"
"2017w17",2017-04-28,"Regular Petrol","Adjusted retail price",191.165934065934,"NZD c/L","Final"
"2017w17",2017-04-28,"Regular Petrol","Importer margin",32.0384845834951,"NZD c/L","Final"
"2017w17",2017-04-28,"Regular Petrol","Importer margin trend",28.9426799958832,"NZD c/L","Final"
"2017w17",2017-04-28,"Premium Petrol 95R","Importer cost",65.5337313360669,"NZD c/L","Final"
"2017w17",2017-04-28,"Premium Petrol 95R","Price excluding tax",109.628200900549,"NZD c/L","Final"
"2017w17",2017-04-28,"Premium Petrol 95R","ETS",2.684,"NZD c/L","Final"
"2017w17",2017-04-28,"Premium Petrol 95R","GST",26.9394301350823,"NZD c/L","Final"
"2017w17",2017-04-28,"Premium Petrol 95R","Taxes",67.284,"NZD c/L","Final"
"2017w17",2017-04-28,"Premium Petrol 95R","Board price",214.9,"NZD c/L","Final"
"2017w17",2017-04-28,"Premium Petrol 95R","Adjusted retail price",206.535631035631,"NZD c/L","Final"
"2017w17",2017-04-28,"Premium Petrol 95R","Importer margin",44.0944695644818,"NZD c/L","Final"
"2017w17",2017-04-28,"Premium Petrol 95R","Importer margin trend",40.7680133722042,"NZD c/L","Final"
"2017w18",2017-05-05,"NA","Dubai crude price",48.79,"USD/bbl","Final"
"2017w18",2017-05-05,"NA","Dubai crude price",70.7347483182556,"NZD/bbl","Final"
"2017w18",2017-05-05,"NA","Exchange rate",0.68976,"USD/NZD","Final"
"2017w18",2017-05-05,"Diesel","Importer cost",58.9915311829398,"NZD c/L","Final"
"2017w18",2017-05-05,"Diesel","Price excluding tax",101.19518614429,"NZD c/L","Final"
"2017w18",2017-05-05,"Diesel","ETS",3.0278,"NZD c/L","Final"
"2017w18",2017-05-05,"Diesel","GST",15.7129479216436,"NZD c/L","Final"
"2017w18",2017-05-05,"Diesel","Taxes",0.53,"NZD c/L","Final"
"2017w18",2017-05-05,"Diesel","Board price",135.9,"NZD c/L","Final"
"2017w18",2017-05-05,"Diesel","Adjusted retail price",120.465934065934,"NZD c/L","Final"
"2017w18",2017-05-05,"Diesel","Importer margin",42.2036549613507,"NZD c/L","Final"
"2017w18",2017-05-05,"Diesel","Importer margin trend",36.0117471841734,"NZD c/L","Final"
"2017w18",2017-05-05,"Regular Petrol","Importer cost",61.7304703972424,"NZD c/L","Final"
"2017w18",2017-05-05,"Regular Petrol","Price excluding tax",96.3277470138557,"NZD c/L","Final"
"2017w18",2017-05-05,"Regular Petrol","ETS",2.6195,"NZD c/L","Final"
"2017w18",2017-05-05,"Regular Petrol","GST",24.9346870520784,"NZD c/L","Final"
"2017w18",2017-05-05,"Regular Petrol","Taxes",67.284,"NZD c/L","Final"
"2017w18",2017-05-05,"Regular Petrol","Board price",205.9,"NZD c/L","Final"
"2017w18",2017-05-05,"Regular Petrol","Adjusted retail price",191.165934065934,"NZD c/L","Final"
"2017w18",2017-05-05,"Regular Petrol","Importer margin",34.5972766166133,"NZD c/L","Final"
"2017w18",2017-05-05,"Regular Petrol","Importer margin trend",28.9238595961527,"NZD c/L","Final"
"2017w18",2017-05-05,"Premium Petrol 95R","Importer cost",62.9819576630206,"NZD c/L","Final"
"2017w18",2017-05-05,"Premium Petrol 95R","Price excluding tax",109.628200900549,"NZD c/L","Final"
"2017w18",2017-05-05,"Premium Petrol 95R","ETS",2.684,"NZD c/L","Final"
"2017w18",2017-05-05,"Premium Petrol 95R","GST",26.9394301350823,"NZD c/L","Final"
"2017w18",2017-05-05,"Premium Petrol 95R","Taxes",67.284,"NZD c/L","Final"
"2017w18",2017-05-05,"Premium Petrol 95R","Board price",214.9,"NZD c/L","Final"
"2017w18",2017-05-05,"Premium Petrol 95R","Adjusted retail price",206.535631035631,"NZD c/L","Final"
"2017w18",2017-05-05,"Premium Petrol 95R","Importer margin",46.6462432375281,"NZD c/L","Final"
"2017w18",2017-05-05,"Premium Petrol 95R","Importer margin trend",40.7375300318477,"NZD c/L","Final"
"2017w19",2017-05-12,"NA","Dubai crude price",48.63,"USD/bbl","Final"
"2017w19",2017-05-12,"NA","Dubai crude price",70.7119176409004,"NZD/bbl","Final"
"2017w19",2017-05-12,"NA","Exchange rate",0.68772,"USD/NZD","Final"
"2017w19",2017-05-12,"Diesel","Importer cost",59.1126501477198,"NZD c/L","Final"
"2017w19",2017-05-12,"Diesel","Price excluding tax",97.7169252747253,"NZD c/L","Final"
"2017w19",2017-05-12,"Diesel","ETS",3.0278,"NZD c/L","Final"
"2017w19",2017-05-12,"Diesel","GST",15.1912087912088,"NZD c/L","Final"
"2017w19",2017-05-12,"Diesel","Taxes",0.53,"NZD c/L","Final"
"2017w19",2017-05-12,"Diesel","Board price",131.9,"NZD c/L","Final"
"2017w19",2017-05-12,"Diesel","Adjusted retail price",116.465934065934,"NZD c/L","Final"
"2017w19",2017-05-12,"Diesel","Importer margin",38.6042751270054,"NZD c/L","Final"
"2017w19",2017-05-12,"Diesel","Importer margin trend",35.9556414602433,"NZD c/L","Final"
"2017w19",2017-05-12,"Regular Petrol","Importer cost",62.7596532443719,"NZD c/L","Final"
"2017w19",2017-05-12,"Regular Petrol","Price excluding tax",92.8494861442905,"NZD c/L","Final"
"2017w19",2017-05-12,"Regular Petrol","ETS",2.6195,"NZD c/L","Final"
"2017w19",2017-05-12,"Regular Petrol","GST",24.4129479216436,"NZD c/L","Final"
"2017w19",2017-05-12,"Regular Petrol","Taxes",67.284,"NZD c/L","Final"
"2017w19",2017-05-12,"Regular Petrol","Board price",201.9,"NZD c/L","Final"
"2017w19",2017-05-12,"Regular Petrol","Adjusted retail price",187.165934065934,"NZD c/L","Final"
"2017w19",2017-05-12,"Regular Petrol","Importer margin",30.0898328999186,"NZD c/L","Final"
"2017w19",2017-05-12,"Regular Petrol","Importer margin trend",28.9176120897808,"NZD c/L","Final"
"2017w19",2017-05-12,"Premium Petrol 95R","Importer cost",64.0133359596102,"NZD c/L","Final"
"2017w19",2017-05-12,"Premium Petrol 95R","Price excluding tax",106.149940030984,"NZD c/L","Final"
"2017w19",2017-05-12,"Premium Petrol 95R","ETS",2.684,"NZD c/L","Final"
"2017w19",2017-05-12,"Premium Petrol 95R","GST",26.4176910046475,"NZD c/L","Final"
"2017w19",2017-05-12,"Premium Petrol 95R","Taxes",67.284,"NZD c/L","Final"
"2017w19",2017-05-12,"Premium Petrol 95R","Board price",210.9,"NZD c/L","Final"
"2017w19",2017-05-12,"Premium Petrol 95R","Adjusted retail price",202.535631035631,"NZD c/L","Final"
"2017w19",2017-05-12,"Premium Petrol 95R","Importer margin",42.1366040713733,"NZD c/L","Final"
"2017w19",2017-05-12,"Premium Petrol 95R","Importer margin trend",40.7077606473067,"NZD c/L","Final"
"2017w20",2017-05-19,"NA","Dubai crude price",51.3,"USD/bbl","Final"
"2017w20",2017-05-19,"NA","Dubai crude price",74.3909512761021,"NZD/bbl","Final"
"2017w20",2017-05-19,"NA","Exchange rate",0.6896,"USD/NZD","Final"
"2017w20",2017-05-19,"Diesel","Importer cost",60.7190634158341,"NZD c/L","Final"
"2017w20",2017-05-19,"Diesel","Price excluding tax",97.7169252747253,"NZD c/L","Final"
"2017w20",2017-05-19,"Diesel","ETS",3.0278,"NZD c/L","Final"
"2017w20",2017-05-19,"Diesel","GST",15.1912087912088,"NZD c/L","Final"
"2017w20",2017-05-19,"Diesel","Taxes",0.53,"NZD c/L","Final"
"2017w20",2017-05-19,"Diesel","Board price",131.9,"NZD c/L","Final"
"2017w20",2017-05-19,"Diesel","Adjusted retail price",116.465934065934,"NZD c/L","Final"
"2017w20",2017-05-19,"Diesel","Importer margin",36.9978618588911,"NZD c/L","Final"
"2017w20",2017-05-19,"Diesel","Importer margin trend",35.8995357363131,"NZD c/L","Final"
"2017w20",2017-05-19,"Regular Petrol","Importer cost",64.4293397189419,"NZD c/L","Final"
"2017w20",2017-05-19,"Regular Petrol","Price excluding tax",92.8494861442905,"NZD c/L","Final"
"2017w20",2017-05-19,"Regular Petrol","ETS",2.6195,"NZD c/L","Final"
"2017w20",2017-05-19,"Regular Petrol","GST",24.4129479216436,"NZD c/L","Final"
"2017w20",2017-05-19,"Regular Petrol","Taxes",67.284,"NZD c/L","Final"
"2017w20",2017-05-19,"Regular Petrol","Board price",201.9,"NZD c/L","Final"
"2017w20",2017-05-19,"Regular Petrol","Adjusted retail price",187.165934065934,"NZD c/L","Final"
"2017w20",2017-05-19,"Regular Petrol","Importer margin",28.4201464253486,"NZD c/L","Final"
